year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,county,state,urban,primary_race,primary_eligibility,primary_denominator,analysis_value
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1041,Crenshaw County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"11-499",42
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1043,Cullman County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"11-499",27
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1045,Dale County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"11-499",39
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1047,Dallas County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"500-999",34
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1049,DeKalb County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"11-499",18
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1051,Elmore County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"11-499",42
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1053,Escambia County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"11-499",39
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1055,Etowah County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"11-499",40
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1057,Fayette County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"11-499",36
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1059,Franklin County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"11-499",36
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1061,Geneva County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"11-499",42
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1063,Greene County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"11-499",30
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1065,Hale County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"11-499",31
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1067,Henry County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"11-499",33
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1069,Houston County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"500-999",39
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1071,Jackson County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"11-499",45
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1073,Jefferson County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"5,000-9,999",33
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1075,Lamar County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"11-499",38
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1077,Lauderdale County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"11-499",37
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1079,Lawrence County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"11-499",46
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1081,Lee County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"500-999",30
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1083,Limestone County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"11-499",43
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1085,Lowndes County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"11-499",37
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1087,Macon County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"500-999",36
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1089,Madison County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"1,000-4,999",38
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1091,Marengo County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"11-499",37
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1093,Marion County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"11-499",41
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1095,Marshall County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"11-499",43
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1097,Mobile County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"1,000-4,999",32
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1099,Monroe County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"11-499",29
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1101,Montgomery County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"1,000-4,999",36
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1103,Morgan County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"11-499",41
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1105,Perry County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"11-499",40
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1107,Pickens County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"11-499",34
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1109,Pike County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"11-499",35
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1111,Randolph County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"11-499",36
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1113,Russell County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"500-999",40
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1115,St. Clair County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"11-499",37
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1117,Shelby County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"11-499",34
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1119,Sumter County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"11-499",38
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1121,Talladega County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"500-999",38
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1123,Tallapoosa County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"11-499",32
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1125,Tuscaloosa County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"1,000-4,999",38
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1127,Walker County,ALABAMA,Urban,Black,Old Age / Survivor's Insurance,"11-499",52
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1129,Washington County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"11-499",47
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,1131,Wilcox County,ALABAMA,Rural,Black,Old Age / Survivor's Insurance,"11-499",35
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,2020,Anchorage Municipality,ALASKA,Urban,Black,Old Age / Survivor's Insurance,"500-999",27
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,2090,Fairbanks North Star Borough,ALASKA,Urban,Black,Old Age / Survivor's Insurance,"11-499",29
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,2110,Juneau City and Borough,ALASKA,Rural,Black,Old Age / Survivor's Insurance,"11-499",17
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,2170,Matanuska-Susitna Borough,ALASKA,Urban,Black,Old Age / Survivor's Insurance,"11-499",26
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,4001,Apache County,ARIZONA,Rural,Black,Old Age / Survivor's Insurance,"11-499",0
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,4003,Cochise County,ARIZONA,Rural,Black,Old Age / Survivor's Insurance,"11-499",30
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,4005,Coconino County,ARIZONA,Urban,Black,Old Age / Survivor's Insurance,"11-499",22
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,4007,Gila County,ARIZONA,Rural,Black,Old Age / Survivor's Insurance,"11-499",44
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,4012,La Paz County,ARIZONA,Rural,Black,Old Age / Survivor's Insurance,"11-499",25
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,4013,Maricopa County,ARIZONA,Urban,Black,Old Age / Survivor's Insurance,"5,000-9,999",34
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,4015,Mohave County,ARIZONA,Urban,Black,Old Age / Survivor's Insurance,"11-499",29
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,4017,Navajo County,ARIZONA,Rural,Black,Old Age / Survivor's Insurance,"11-499",22
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,4019,Pima County,ARIZONA,Urban,Black,Old Age / Survivor's Insurance,"1,000-4,999",33
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,4021,Pinal County,ARIZONA,Urban,Black,Old Age / Survivor's Insurance,"500-999",33
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,4025,Yavapai County,ARIZONA,Urban,Black,Old Age / Survivor's Insurance,"11-499",29
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,4027,Yuma County,ARIZONA,Urban,Black,Old Age / Survivor's Insurance,"11-499",35
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5001,Arkansas County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",31
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5003,Ashley County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",37
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5007,Benton County,ARKANSAS,Urban,Black,Old Age / Survivor's Insurance,"11-499",39
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5011,Bradley County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",36
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5013,Calhoun County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",34
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5017,Chicot County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",32
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5019,Clark County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",34
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5025,Cleveland County,ARKANSAS,Urban,Black,Old Age / Survivor's Insurance,"11-499",33
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5027,Columbia County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",30
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5029,Conway County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",28
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5031,Craighead County,ARKANSAS,Urban,Black,Old Age / Survivor's Insurance,"11-499",33
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5033,Crawford County,ARKANSAS,Urban,Black,Old Age / Survivor's Insurance,"11-499",31
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5035,Crittenden County,ARKANSAS,Urban,Black,Old Age / Survivor's Insurance,"500-999",34
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5037,Cross County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",39
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5039,Dallas County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",32
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5041,Desha County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",36
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5043,Drew County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",29
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5045,Faulkner County,ARKANSAS,Urban,Black,Old Age / Survivor's Insurance,"11-499",32
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5051,Garland County,ARKANSAS,Urban,Black,Old Age / Survivor's Insurance,"11-499",34
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5053,Grant County,ARKANSAS,Urban,Black,Old Age / Survivor's Insurance,"11-499",32
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5057,Hempstead County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",29
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5059,Hot Spring County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",36
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5061,Howard County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",30
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5063,Independence County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",36
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5067,Jackson County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",44
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5069,Jefferson County,ARKANSAS,Urban,Black,Old Age / Survivor's Insurance,"1,000-4,999",32
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5073,Lafayette County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",28
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5077,Lee County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",36
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5079,Lincoln County,ARKANSAS,Urban,Black,Old Age / Survivor's Insurance,"11-499",29
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5081,Little River County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",31
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5085,Lonoke County,ARKANSAS,Urban,Black,Old Age / Survivor's Insurance,"11-499",34
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5091,Miller County,ARKANSAS,Urban,Black,Old Age / Survivor's Insurance,"11-499",32
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5093,Mississippi County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",34
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5095,Monroe County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",32
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5099,Nevada County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",31
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5103,Ouachita County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",32
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5105,Perry County,ARKANSAS,Urban,Black,Old Age / Survivor's Insurance,"11-499",45
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5107,Phillips County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",29
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5109,Pike County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",20
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5111,Poinsett County,ARKANSAS,Urban,Black,Old Age / Survivor's Insurance,"11-499",36
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5115,Pope County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",30
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5117,Prairie County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",27
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5119,Pulaski County,ARKANSAS,Urban,Black,Old Age / Survivor's Insurance,"1,000-4,999",33
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5121,Randolph County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",42
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5123,St. Francis County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",34
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5125,Saline County,ARKANSAS,Urban,Black,Old Age / Survivor's Insurance,"11-499",39
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5131,Sebastian County,ARKANSAS,Urban,Black,Old Age / Survivor's Insurance,"11-499",35
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5133,Sevier County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",40
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5139,Union County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",29
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5143,Washington County,ARKANSAS,Urban,Black,Old Age / Survivor's Insurance,"11-499",27
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5145,White County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",29
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5147,Woodruff County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",26
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,5149,Yell County,ARKANSAS,Rural,Black,Old Age / Survivor's Insurance,"11-499",21
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,6001,Alameda County,CALIFORNIA,Urban,Black,Old Age / Survivor's Insurance,"1,000-4,999",27
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,6005,Amador County,CALIFORNIA,Rural,Black,Old Age / Survivor's Insurance,"11-499",0
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,6007,Butte County,CALIFORNIA,Urban,Black,Old Age / Survivor's Insurance,"11-499",30
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,6009,Calaveras County,CALIFORNIA,Rural,Black,Old Age / Survivor's Insurance,"11-499",25
2019,County,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,6011,Colusa County,CALIFORNIA,Rural,Black,Old Age / Survivor's Insurance,"11-499",33
