year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,state,primary_race,primary_eligibility,primary_denominator,analysis_value
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,46,SOUTH DAKOTA,Other,Old Age / Survivor's Insurance,"undefined",1058
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,47,TENNESSEE,Other,Old Age / Survivor's Insurance,"undefined",543
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,48,TEXAS,Other,Old Age / Survivor's Insurance,"undefined",513
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,49,UTAH,Other,Old Age / Survivor's Insurance,"undefined",406
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,50,VERMONT,Other,Old Age / Survivor's Insurance,"undefined",418
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,51,VIRGINIA,Other,Old Age / Survivor's Insurance,"undefined",374
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,53,WASHINGTON,Other,Old Age / Survivor's Insurance,"undefined",478
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,54,WEST VIRGINIA,Other,Old Age / Survivor's Insurance,"undefined",258
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,55,WISCONSIN,Other,Old Age / Survivor's Insurance,"undefined",559
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,56,WYOMING,Other,Old Age / Survivor's Insurance,"undefined",304
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,60,AMERICAN SAMOA,Other,Old Age / Survivor's Insurance,"undefined",652
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,66,GUAM,Other,Old Age / Survivor's Insurance,"undefined",1831
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,69,NORTHERN MARIANAS,Other,Old Age / Survivor's Insurance,"undefined",745
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,78,VIRGIN ISLANDS,Other,Old Age / Survivor's Insurance,"undefined",973
