year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,state,primary_race,primary_eligibility,primary_denominator,analysis_value
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,15,HAWAII,Hispanic,Old Age / Survivor's Insurance,"undefined",340
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,16,IDAHO,Hispanic,Old Age / Survivor's Insurance,"undefined",418
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,17,ILLINOIS,Hispanic,Old Age / Survivor's Insurance,"undefined",677
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,18,INDIANA,Hispanic,Old Age / Survivor's Insurance,"undefined",671
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,19,IOWA,Hispanic,Old Age / Survivor's Insurance,"undefined",455
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,20,KANSAS,Hispanic,Old Age / Survivor's Insurance,"undefined",548
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,21,KENTUCKY,Hispanic,Old Age / Survivor's Insurance,"undefined",529
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,22,LOUISIANA,Hispanic,Old Age / Survivor's Insurance,"undefined",648
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,23,MAINE,Hispanic,Old Age / Survivor's Insurance,"undefined",360
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,24,MARYLAND,Hispanic,Old Age / Survivor's Insurance,"undefined",588
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,25,MASSACHUSETTS,Hispanic,Old Age / Survivor's Insurance,"undefined",626
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,26,MICHIGAN,Hispanic,Old Age / Survivor's Insurance,"undefined",528
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,27,MINNESOTA,Hispanic,Old Age / Survivor's Insurance,"undefined",716
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,28,MISSISSIPPI,Hispanic,Old Age / Survivor's Insurance,"undefined",619
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,29,MISSOURI,Hispanic,Old Age / Survivor's Insurance,"undefined",640
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,30,MONTANA,Hispanic,Old Age / Survivor's Insurance,"undefined",434
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,31,NEBRASKA,Hispanic,Old Age / Survivor's Insurance,"undefined",438
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,32,NEVADA,Hispanic,Old Age / Survivor's Insurance,"undefined",648
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,33,NEW HAMPSHIRE,Hispanic,Old Age / Survivor's Insurance,"undefined",349
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,34,NEW JERSEY,Hispanic,Old Age / Survivor's Insurance,"undefined",536
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,35,NEW MEXICO,Hispanic,Old Age / Survivor's Insurance,"undefined",514
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,36,NEW YORK,Hispanic,Old Age / Survivor's Insurance,"undefined",754
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,37,NORTH CAROLINA,Hispanic,Old Age / Survivor's Insurance,"undefined",447
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,38,NORTH DAKOTA,Hispanic,Old Age / Survivor's Insurance,"undefined",1002
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,39,OHIO,Hispanic,Old Age / Survivor's Insurance,"undefined",633
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,40,OKLAHOMA,Hispanic,Old Age / Survivor's Insurance,"undefined",624
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,41,OREGON,Hispanic,Old Age / Survivor's Insurance,"undefined",477
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,42,PENNSYLVANIA,Hispanic,Old Age / Survivor's Insurance,"undefined",559
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,44,RHODE ISLAND,Hispanic,Old Age / Survivor's Insurance,"undefined",505
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,45,SOUTH CAROLINA,Hispanic,Old Age / Survivor's Insurance,"undefined",509
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,46,SOUTH DAKOTA,Hispanic,Old Age / Survivor's Insurance,"undefined",592
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,47,TENNESSEE,Hispanic,Old Age / Survivor's Insurance,"undefined",469
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,48,TEXAS,Hispanic,Old Age / Survivor's Insurance,"undefined",805
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,49,UTAH,Hispanic,Old Age / Survivor's Insurance,"undefined",503
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,50,VERMONT,Hispanic,Old Age / Survivor's Insurance,"undefined",359
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,51,VIRGINIA,Hispanic,Old Age / Survivor's Insurance,"undefined",442
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,53,WASHINGTON,Hispanic,Old Age / Survivor's Insurance,"undefined",575
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,54,WEST VIRGINIA,Hispanic,Old Age / Survivor's Insurance,"undefined",397
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,55,WISCONSIN,Hispanic,Old Age / Survivor's Insurance,"undefined",585
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,56,WYOMING,Hispanic,Old Age / Survivor's Insurance,"undefined",570
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,66,GUAM,Hispanic,Old Age / Survivor's Insurance,"undefined",536
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,69,NORTHERN MARIANAS,Hispanic,Old Age / Survivor's Insurance,"undefined",243
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,72,PUERTO RICO,Hispanic,Old Age / Survivor's Insurance,"undefined",218
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,78,VIRGIN ISLANDS,Hispanic,Old Age / Survivor's Insurance,"undefined",415
