year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,state,primary_race,primary_eligibility,primary_denominator,analysis_value
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,34,NEW JERSEY,American Indian/Alaska native,Old Age / Survivor's Insurance,"undefined",556
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,35,NEW MEXICO,American Indian/Alaska native,Old Age / Survivor's Insurance,"undefined",1052
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,36,NEW YORK,American Indian/Alaska native,Old Age / Survivor's Insurance,"undefined",763
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,37,NORTH CAROLINA,American Indian/Alaska native,Old Age / Survivor's Insurance,"undefined",1403
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,38,NORTH DAKOTA,American Indian/Alaska native,Old Age / Survivor's Insurance,"undefined",971
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,39,OHIO,American Indian/Alaska native,Old Age / Survivor's Insurance,"undefined",190
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,40,OKLAHOMA,American Indian/Alaska native,Old Age / Survivor's Insurance,"undefined",1199
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,41,OREGON,American Indian/Alaska native,Old Age / Survivor's Insurance,"undefined",612
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,42,PENNSYLVANIA,American Indian/Alaska native,Old Age / Survivor's Insurance,"undefined",360
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,44,RHODE ISLAND,American Indian/Alaska native,Old Age / Survivor's Insurance,"undefined",667
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,45,SOUTH CAROLINA,American Indian/Alaska native,Old Age / Survivor's Insurance,"undefined",457
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,46,SOUTH DAKOTA,American Indian/Alaska native,Old Age / Survivor's Insurance,"undefined",960
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,47,TENNESSEE,American Indian/Alaska native,Old Age / Survivor's Insurance,"undefined",692
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,48,TEXAS,American Indian/Alaska native,Old Age / Survivor's Insurance,"undefined",969
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,49,UTAH,American Indian/Alaska native,Old Age / Survivor's Insurance,"undefined",422
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,51,VIRGINIA,American Indian/Alaska native,Old Age / Survivor's Insurance,"undefined",396
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,53,WASHINGTON,American Indian/Alaska native,Old Age / Survivor's Insurance,"undefined",666
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,55,WISCONSIN,American Indian/Alaska native,Old Age / Survivor's Insurance,"undefined",848
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,56,WYOMING,American Indian/Alaska native,Old Age / Survivor's Insurance,"undefined",1202
