year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,state,primary_race,primary_eligibility,primary_denominator,analysis_value
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,26,MICHIGAN,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",378
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,27,MINNESOTA,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",371
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,28,MISSISSIPPI,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",498
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,29,MISSOURI,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",385
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,30,MONTANA,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",426
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,31,NEBRASKA,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",325
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,32,NEVADA,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",511
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,33,NEW HAMPSHIRE,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",482
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,34,NEW JERSEY,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",418
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,35,NEW MEXICO,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",296
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,36,NEW YORK,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",472
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,37,NORTH CAROLINA,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",349
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,38,NORTH DAKOTA,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",286
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,39,OHIO,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",464
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,40,OKLAHOMA,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",600
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,41,OREGON,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",291
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,42,PENNSYLVANIA,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",359
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,44,RHODE ISLAND,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",653
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,45,SOUTH CAROLINA,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",326
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,46,SOUTH DAKOTA,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",406
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,47,TENNESSEE,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",331
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,48,TEXAS,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",496
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,49,UTAH,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",662
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,50,VERMONT,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",1042
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,51,VIRGINIA,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",399
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,53,WASHINGTON,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",400
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,54,WEST VIRGINIA,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",233
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,55,WISCONSIN,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",360
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,56,WYOMING,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",438
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,60,AMERICAN SAMOA,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",534
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,66,GUAM,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",439
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,69,NORTHERN MARIANAS,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",1425
2019,State/Territory,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,78,VIRGIN ISLANDS,Asian/Pacific islander,Old Age / Survivor's Insurance,"undefined",177
