year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,state,primary_race,primary_eligibility,primary_denominator,analysis_value
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,17,ILLINOIS,Asian/Pacific islander,Old Age / Survivor's Insurance,"10,000+",34
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,18,INDIANA,Asian/Pacific islander,Old Age / Survivor's Insurance,"1,000-4,999",30
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,19,IOWA,Asian/Pacific islander,Old Age / Survivor's Insurance,"1,000-4,999",27
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,20,KANSAS,Asian/Pacific islander,Old Age / Survivor's Insurance,"1,000-4,999",31
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,21,KENTUCKY,Asian/Pacific islander,Old Age / Survivor's Insurance,"1,000-4,999",30
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,22,LOUISIANA,Asian/Pacific islander,Old Age / Survivor's Insurance,"1,000-4,999",33
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,23,MAINE,Asian/Pacific islander,Old Age / Survivor's Insurance,"11-499",19
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,24,MARYLAND,Asian/Pacific islander,Old Age / Survivor's Insurance,"10,000+",33
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,25,MASSACHUSETTS,Asian/Pacific islander,Old Age / Survivor's Insurance,"5,000-9,999",27
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,26,MICHIGAN,Asian/Pacific islander,Old Age / Survivor's Insurance,"5,000-9,999",34
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,27,MINNESOTA,Asian/Pacific islander,Old Age / Survivor's Insurance,"1,000-4,999",26
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,28,MISSISSIPPI,Asian/Pacific islander,Old Age / Survivor's Insurance,"1,000-4,999",30
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,29,MISSOURI,Asian/Pacific islander,Old Age / Survivor's Insurance,"1,000-4,999",30
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,30,MONTANA,Asian/Pacific islander,Old Age / Survivor's Insurance,"11-499",22
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,31,NEBRASKA,Asian/Pacific islander,Old Age / Survivor's Insurance,"1,000-4,999",25
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,32,NEVADA,Asian/Pacific islander,Old Age / Survivor's Insurance,"5,000-9,999",32
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,33,NEW HAMPSHIRE,Asian/Pacific islander,Old Age / Survivor's Insurance,"500-999",25
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,34,NEW JERSEY,Asian/Pacific islander,Old Age / Survivor's Insurance,"10,000+",39
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,35,NEW MEXICO,Asian/Pacific islander,Old Age / Survivor's Insurance,"1,000-4,999",26
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,36,NEW YORK,Asian/Pacific islander,Old Age / Survivor's Insurance,"10,000+",36
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,37,NORTH CAROLINA,Asian/Pacific islander,Old Age / Survivor's Insurance,"5,000-9,999",29
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,38,NORTH DAKOTA,Asian/Pacific islander,Old Age / Survivor's Insurance,"11-499",27
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,39,OHIO,Asian/Pacific islander,Old Age / Survivor's Insurance,"5,000-9,999",29
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,40,OKLAHOMA,Asian/Pacific islander,Old Age / Survivor's Insurance,"1,000-4,999",32
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,41,OREGON,Asian/Pacific islander,Old Age / Survivor's Insurance,"1,000-4,999",24
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,42,PENNSYLVANIA,Asian/Pacific islander,Old Age / Survivor's Insurance,"5,000-9,999",31
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,44,RHODE ISLAND,Asian/Pacific islander,Old Age / Survivor's Insurance,"500-999",31
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,45,SOUTH CAROLINA,Asian/Pacific islander,Old Age / Survivor's Insurance,"1,000-4,999",31
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,46,SOUTH DAKOTA,Asian/Pacific islander,Old Age / Survivor's Insurance,"11-499",22
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,47,TENNESSEE,Asian/Pacific islander,Old Age / Survivor's Insurance,"1,000-4,999",29
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,48,TEXAS,Asian/Pacific islander,Old Age / Survivor's Insurance,"10,000+",33
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,49,UTAH,Asian/Pacific islander,Old Age / Survivor's Insurance,"1,000-4,999",30
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,50,VERMONT,Asian/Pacific islander,Old Age / Survivor's Insurance,"11-499",20
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,51,VIRGINIA,Asian/Pacific islander,Old Age / Survivor's Insurance,"10,000+",32
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,53,WASHINGTON,Asian/Pacific islander,Old Age / Survivor's Insurance,"10,000+",25
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,54,WEST VIRGINIA,Asian/Pacific islander,Old Age / Survivor's Insurance,"500-999",32
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,55,WISCONSIN,Asian/Pacific islander,Old Age / Survivor's Insurance,"1,000-4,999",26
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,56,WYOMING,Asian/Pacific islander,Old Age / Survivor's Insurance,"11-499",31
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,60,AMERICAN SAMOA,Asian/Pacific islander,Old Age / Survivor's Insurance,"500-999",33
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,66,GUAM,Asian/Pacific islander,Old Age / Survivor's Insurance,"1,000-4,999",37
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,69,NORTHERN MARIANAS,Asian/Pacific islander,Old Age / Survivor's Insurance,"500-999",31
2019,State/Territory,Prevalence,Unsmoothed actual,Base measure,Primary chronic conditions,"Diabetes",All,All,Medicare only,78,VIRGIN ISLANDS,Asian/Pacific islander,Old Age / Survivor's Insurance,"11-499",36
